text,gov
"ICRtoP lists several countries, cited by the United Nations and civil society organizations, in which Chevron is currently producing oil and gas: Burma (Myanmar), Democratic Republic of Congo, and Nigeria.",1
"The Company’s policies and processes address the concerns raised in the proposal, and a separate report is not an effective way to achieve the stated objectives.",1
"Chevron received a similar proposal last year, seeking an audited report on how the energy sector pathway hypothesized in the IEA Net Zero 2050 scenario (NZE 2050) would affect Chevron’s financial position and underlying assumptions.",1
"It is essential, therefore, for Chevron to exercise its fundamental right and responsibility to participate in the public policymaking process.",1
In light of these serious matters – which evidence a lack of accountability in Chevron’s C-suite and board room – shareholders need strengthened capacity to call a special meeting.,1
"A list of trade association memberships in which annual dues paid are $100,000 or more and wherein a portion of the dues may be used for lobbying.",1
The board should consider the need for staffing to adequately resource the committee.1,1
Peer Shell produced an “Industry Associations Climate Review” report to ensure its trade association participation aligned with its views.,1
"As a result, investors have requested that the U.S. Securities and Exchange Commission investigate whether Chevron violated securities laws by misrepresenting or materially omitting information in regard to the multi-billion Ecuadoran judgment.",1
"Chevron’s Business Conduct and Ethics Code underscores our commitment to diversity and inclusion, as well as our respect for human rights.",1
"In the course of these proceedings, Chevron’s management made significant missteps, including moving the case from New York to Ecuador.",1
"However, Chevron believes that through continuous participation with these organizations it has the best opportunity to influence their positions in a manner that aligns with the long-term interests of its stockholders.",1
Chevron has acknowledged the serious risk from enforcement of the $9.5 billion judgment.,1
"On August 8, 2016, the U.S. Court of Appeals for the Second Circuit unanimously affirmed the SDNY’s findings, noting that “the record in the present case reveals a parade of corrupt actions…, including coercion, fraud and bribery, culminating in the promise to [the] Judge of $500,000 from a judgment in favor of the [Ecuadorian plaintiffs].”",1
"In June 2017, the U.S. Supreme Court denied review, rendering the New York judgment final.",1
We are confident you will agree that the Company’s disclosures are extensive and address the proposal’s request.,1
Preparing for and holding a special meeting is time-consuming and expensive.,1
"On an annual basis, the Public Policy Committee of the Board of Directors reviews the policies, procedures and expenditures for Chevron’s political activities, including political contributions and direct and indirect lobbying.",1
"Your Board recommends a vote AGAINST this proposal because the full Board already has oversight of the Company’s strategy, including the Company’s response to climate change, and has Committees that also consider climate change issues.",1
"Your Board believes, and several prominent courts and international tribunals have now confirmed, that the Ecuador litigation is the product of fraud, extortion, and bribery.",1
Chevron exercises its fundamental right and responsibility to participate in the public policymaking process across myriad public policy issues important to its business.,1
We believe management has mishandled a variety of issues in ways that significantly increase both risk and costs to shareholders.,1
"For purposes of this proposal, a “grassroots lobbying communication” is a communication directed to the general public that (a) refers to specific legislation or regulation, (b) reflects a view on the legislation or regulation and (c) encourages the recipient of the communication to take action with respect to the legislation or regulation. “Indirect lobbying” is lobbying engaged in by a trade association or other organization of which Chevron is a member.",1
"In addition to facilities design and operation, Chevron Phillips Chemical, based on the Responsible Care® initiative’s Product Safety Code, also evaluates, demonstrates, and continuously improves its product safety performance.",1
"The pattern and number of penalties, court filings, and protests Chevron faces from fenceline communities raise questions about whether Chevron’s policies and systems are effectively implemented to prevent, mitigate and remedy human rights impacts.",1
"Instead of negotiating an expedient, fair, and comprehensive settlement with the affected communities in Ecuador, Chevron pursued a costly legal strategy that lasted for more than two decades.",1
"He has not yet responded, and has also demurred on the question of how much Chevron has spent on litigation and PR regarding the Ecuador matter.",1
We are committed to supporting strong energy allies who promote democracy.,1
"While Chevron has made DEI and philanthropic commitments to support Black employees and communities, its practices have historically exacerbated racial inequities.",1
"In June 2017, the U.S. Supreme Court denied review, rendering the New York judgment final.",1
"2. Payments by Chevron used for (a) direct or indirect lobbying or (b) grassroots lobbying communications, in each case including the amount of the payment and the recipient.",1
"Therefore, your Board recommends that you vote AGAINST this proposal.",1
A link to the California Secretary of State Lobbying Activity website and instructions for accessing the Company’s current and previous years’ quarterly lobbying reports.,1
"Finally, although the proposal purports to relate to special meetings, the supporting statement makes clear that the proposal is a vehicle to discuss the Ecuador litigation and related actions against Chevron.",1
The Board thus has great flexibility to choose the optimal leadership for the Board depending upon Chevron’s particular needs and circumstances at the time.,1
"Therefore, enforcement of the Ecuadorian Judgment remains a serious and ongoing financial risk.",1
"In many cases, this disclosure goes beyond what is required by law.",1
"Chevron’s Enterprise Risk Management (“ERM”) process includes an annual review with executive management and the Board of Directors that identifies financial, operational, market, political, and other risks inherent in its business.",1
Chevron already discloses extensive information about its political contributions and lobbying activities.,1
Your Board continues to believe its current By-Law is in stockholders’ best interests and provides appropriate reasonable limitations on the right to call special meetings.,1
"An independent Chair would improve oversight of management, and the attention paid to long-range risks such as those noted above.",1
Chevron’s Operational Excellence Management System describes how we integrate community engagement and support into how we conduct our business.,1
"RESOLVED: Shareholders request the Board of Directors to adopt as policy, and amend the bylaws as necessary, to require that whenever possible the Chair of the Board of Directors be an independent member of the Board.",1
"This Proposal earned the support of 35% of shares voted in 2019, representing approximately $54 billion in shareholder value.",1
"Chevron is incorporated in Delaware, which requires that major corporate actions, such as a merger or a sale of all or substantially all of Chevron’s assets, be approved by stockholders.",1
"Chevron’s Board of Directors conducts an annual review with executive management that identifies significant financial, operational, market, political, environmental, and other risks.",1
Your Board continues to believe its current By-Law is in the stockholders’ best interests and provides appropriate and reasonable limitations on the right to call special meetings.,1
Your Board believes that Chevron and its stockholders currently benefit from the unity of leadership and companywide strategic alignment associated with combining the positions of Chairman and CEO.,1
Your Board continues to believe that Chevron’s 15 percent threshold provides that a reasonable number of stockholders must consider a matter important enough to merit a special meeting.,1
"All corporate political contributions are centrally controlled, budgeted, and reviewed for compliance with applicable law.",1
"Your Board has the diverse skills, experience and expertise to enable the Board to effectively provide oversight of the risks and opportunities in the energy business.",1
If an annual or special meeting was held not more than 12 months before the request for a special meeting was received and included the purpose specified in the special meeting request.,1
Alberto Guerra was the principal witness in the Chevron RICO trial.,1
"For additional information regarding the Board’s views on its leadership structure, we encourage stockholders to read the “Board Leadership Structure” and “Independent Lead Director” sections of this Proxy Statement, on pages 19 and 20.",1
"an independent 2021 analysis concluded that Chevron’s financial statements lack the requisite transparency about climate-related assumptions and estimates, and that the company does not appear to use Paris-aligned assumptions and estimates.",1
"In an unprecedented move, Chevron harassed and subpoenaed stockholders who questioned the advisability of the Company’s legal strategy.",1
"Whereas, we believe in full disclosure of our Company’s direct and indirect lobbying activities and expenditures to assess whether Chevron’s lobbying is consistent with the Company’s expressed goals and in the best interests of shareowners.",1
"In 2014, a federal court in New York found that the Ecuadorian judgment had been procured through fraud, bribery, and corruption, and was unenforceable in the United States.",1
"On an annual basis, the full Board reviews long-term energy outlooks and leading indicators that could signify change.",1
Chevron has a disciplined process for lobbying activities that is transparent through existing disclosures.,1
"And Chevron does not disclose its payments to tax-exempt organizations that write and endorse model legislation, such as the American Legislative Exchange Council (ALEC).",1
"Chevron also discloses on its website not just lobbying activities, but all political contributions.",1
"Finally, plaintiffs’ recognition and enforcement proceedings outside Ecuador have failed in every jurisdiction in which they have been attempted to date, namely, Argentina, Brazil and Canada.",1
"RESOLVED: Shareholders request that Chevron’s Board of Directors issue an audited report to shareholders on whether and how a significant reduction in fossil fuel demand, envisioned in the IEA Net Zero 2050 scenario, would affect its financial position and underlying assumptions.",1
"Since the February 2021 military coup, the “Blood Money Campaign” by Myanmar and international civil society organizations has organized protests, consumer boycotts, and media pressure against companies, including Chevron, that provide financial support to the military junta.",1
"To further these efforts, Chevron holds membership in trade associations that provide expert perspectives on many issues.",1
Preparing for and holding a special meeting is time-consuming and expensive.,1
"Chevron, in partnership with Total, PTT, and Myanmar Oil and Gas Enterprise (MOGE), holds equity in one of the largest investment projects in Myanmar (Burma): the Yadana gas field and pipeline that has generated billions of dollars for the Myanmar military junta.",1
Chevron’s employees are required to complete political and lobbying compliance training.,1
"At Chevron’s last eight Annual Meetings, an average of 68 percent of votes cast opposed this stockholder proposal to reduce the threshold for calling special meetings to 10 percent.",1
"Given strong independent Board oversight of the CEO and management and the Company’s corporate governance practices, including an empowered and effective independent Lead Director, your Board does not believe that a fixed policy requiring an independent Chairman is in the best interests of stockholders.",1
"Chevron adheres to the highest ethical standards when engaging in lobbying and political activities, ensures that such activities align with corporate goals, and complies with all laws and regulations governing lobbying activities and disclosure.",1
Your Board expects Chevron’s management to continue vigorously defending against this fraud.,1
This site contains the details of the Company’s current and previous years’ contributions.,1
Your Board recommends a vote AGAINST this proposal.,1
"Resolved, the stockholders of Chevron request the preparation of a report, updated annually, disclosing:",1
"Chevron’s management made significant missteps, including moving the case from New York to Ecuador.",1
Of Chevron’s December 2019 announcement of a $10 billion+ write-down on the value of its assets.,1
We believe we have the right processes and governance to ensure that we make the right decisions about where and how we conduct our business.,1
"Although the proposal purports to relate to the Board’s leadership structure, its supporting statement shows that it is a vehicle to discuss the Ecuador litigation.",1
"This does not include state lobbying, where Chevron also lobbies but disclosure is uneven or absent.",1
"Similarly, in a separate action, on August 30, 2018, an international tribunal administered by the Permanent Court of Arbitration in The Hague issued a unanimous award in favor of Chevron, finding that the Ecuadorian judgment was procured through fraud, bribery, and corruption, and that it was based exclusively on environmental claims settled and released by the Republic of Ecuador years earlier.",1
"Chevron has robust corporate governance practices to protect stockholder interests, including a declassified Board; proxy access; no supermajority voting provisions in its By-Laws and Certificate of Incorporation; and a strong independent Board structure.",1
The 15 percent threshold helps avoid waste of Company and stockholder resources to address narrow or special interests.,1
Your Board expects Chevron’s management to continue acting in the best interests of the Company’s stockholders by vigorously defending the Company against this fraudulent action.,1
"Chevron uses long-term energy demand scenarios and a range of commodity prices to test its portfolio, guide investment strategies, and evaluate business risks to ensure it can deliver results under a range of potential futures.",1
"The Board’s Public Policy Committee monitors social, political, environmental, human rights, and public policy aspects of Chevron’s business and the communities in which it operates.",1
"Under oath, Deputy Controller Rex Mitchell testified that such seizure of Company assets: “would cause significant, irreparable damage to Chevron’s business reputation and business relationships.”",1
"Given strong independent Board oversight of the CEO and management and the Company’s corporate governance practices, including an empowered and effective independent Lead Director, your Board does not believe that a fixed policy requiring an independent Chairman is in the best interests of stockholders.",1
"Information about Chevron’s political contributions, lobbying philosophy and oversight mechanisms.",1
"A racial equity audit would help Chevron identify, prioritize, remedy, and avoid adverse impacts on people of color while reducing reputational risk and liabilities.",1
"2. Payments by Chevron used for (a) direct or indirect lobbying or (b) grassroots lobbying communications, in each case including the amount of the payment and the recipient.",1
Chevron believes it is essential to engage with policymakers and express the Company’s views on pending policy proposals through direct and indirect lobbying and participation in a diverse range of business and policy organizations that advocate for free markets and responsible energy legislation and regulations.,1
"Accordingly, your Board does not believe the report requested in the Proposal is necessary.",1
Chevron asserts that 'several international courts have determined the Ecuadorian Judgment to be fraudulent.',1
"more than 70% of listed companies, representing some of the world’s largest carbon-polluters, are not fully accounting for climate-related risks in their financial statements.",1
"The proposal relates to the activities of Chevron Phillips Chemical, a stand-alone enterprise in which Chevron owns a 50 percent interest.",1
"Your Board believes, and several prominent courts and international tribunals have now confirmed, that the Ecuador litigation is the product of fraud, extortion, and bribery.",1
Outside experts with sharply differing viewpoints enable your Board to consider the risks and opportunities arising from climate change.,1
"Instead of negotiating an expedient, fair, and comprehensive settlement with the affected communities in Ecuador, Chevron pursued a costly legal strategy that lasted for more than two decades.",1
"For example, as a global energy company that negotiates concessions and leases with host-country governments around the world, we believe it is generally advantageous to the Company for the CEO to represent the Chevron Board as its Chairman in such dialogues.",1
Your Board continues to believe that Chevron’s 15% threshold ensures that a reasonable number of stockholders consider a matter important enough to merit a special meeting.,1
Chevron has acknowledged the serious risk enforcement of the $9.5 billion judgment represents.,1
"In 2019, the Company updated its Human Rights Policy to more clearly state its continuing support for international human rights, including its commitment to respect the principles set out in the United Nations Universal Declaration of Human Rights, and in the International Labor Organization Declaration on Fundamental Principles and Rights at Work, and its commitment to adhere to the United Nations Guiding Principles on Business and Human Rights, the Voluntary Principles on Security and Human Rights, and the International Finance Corporation’s Performance Standards.",1
"In addition, Chevron exercises its right to participate in the political process by making contributions to candidates and entities supportive of the oil and gas industry and a reasonable regulatory environment.",1
"They also review policies, procedures, and expenditures for political activities.",1
"OE is a global framework to manage the health and safety of Chevron Phillips Chemical’s employees, contractors, facilities, and communities.",1
Chevron does not disclose its payments to trade associations nor amounts used for lobbying.,1
"The tribunal concluded that as a matter of international law, the judgment “should not be recognized or enforced by the courts of other States.”",1
Your Board believes that Chevron and its stockholders benefit from the resulting unity of leadership and companywide strategic alignment.,1
"As part of each Board meeting, the independent Directors meet in executive session without members of management present.",1
"Your Board believes it would not be a responsible use of Company resources to produce a further report to address a speculative scenario, as the Proposal requests.",1
THEREFORE: Please vote FOR this common-sense governance enhancement.,1
"We believe that inadequate board oversight has led to management mishandling of a number of issues, which has increased both risk and cost to stockholders.",1
"The report should exclude confidential and proprietary information, as well as information relevant to any pending legal proceeding or threatened proceeding of which Chevron has notice.",1
"Chevron lobbies ethically, constructively, and in a non-partisan manner.",1
The 15 percent threshold helps avoid waste of Company and stockholder resources to address narrow or special interests.,1
"Yet, the $9.5 billion Ecuadorian judgment against Chevron has been thoroughly discredited by every court and tribunal outside Ecuador that has reviewed the matter.",1
"While Chevron has a Human Rights Policy and Operational Excellence Management System, investors are unable to assess the effectiveness of these systems in identifying risks, ensuring meaningful stakeholder engagement, reducing negative impacts on communities and the environment, and provision of remedy.",1
"Finally, plaintiffs’ recognition and enforcement proceedings outside Ecuador have failed in every jurisdiction in which they have been attempted to date, including Argentina, Brazil and Canada.",1
Preparing for and holding a special meeting is time-consuming and expensive.,1
Chevron’s actions in support of racial equity are described in detail in numerous publications:,1
"We could reduce our GHG emissions by changing our portfolio and selling our emissions-producing assets, but that would not serve our stockholders, who benefit from our strong asset base.",1
All of Chevron’s political and lobbying activities are subject to thorough review and oversight.,1
"Currently, the Board has appointed Michael K. Wirth to serve as CEO and as Chairman of the Board.",1
"Your Board agrees with Proponents that Chevron must protect its free speech rights and rights to engage on issues important to its business, and in which it has expertise.",1
"Similarly, in a separate action, on August 30, 2018, an international tribunal administered by the Permanent Court of Arbitration in The Hague issued a unanimous award in favor of Chevron, finding that the Ecuadorian judgment was procured through fraud, bribery, and corruption, and that it was based exclusively on environmental claims settled and released by the Republic of Ecuador years earlier.",1
"In 2010, stockholders representing approximately 80 percent of Chevron’s common stock outstanding approved an amendment to Chevron’s By-Laws that permits stockholders owning 15 percent of Chevron’s outstanding common stock to call for a special meeting.",1
We would not be fulfilling our fiduciary duty if we were to base our decisions on what a particular constituency believes the appropriate exercise of these fundamental rights to be.,1
The report shall be presented to the Public Policy Committee and posted on Chevron’s website.,1
Chevron does this with the highest ethical standards and in compliance with all laws governing lobbying activities and disclosure.,1
"If the Board determines that a Chair who was independent when selected is no longer independent, within a reasonable period it shall select a new Chair who satisfies the requirements of this policy. Compliance with this policy can be waived if no independent director is available and willing to serve as Chair.",1
THEREFORE: Vote FOR this common-sense governance enhancement that would improve shareholder communication and protect shareholder value.,1
"Under the By-Laws, a special meeting cannot be called:",1
"In contrast, the audit reports for other high GHG-emitting companies clearly discussed this connection.",1
"Stockholders can be assured that their right to be apprised of and vote on significant matters is protected not only by their existing right to call for special meetings and participate in Chevron’s Annual Meetings, but also by state law and other regulations.",1
"Two hundred institutional investors managing $6.5 trillion recently wrote to Chevron, seeking information on how the company is managing this critical governance issue.",1
"Insufficient information is presently available to help investors understand whether Chevron works to ensure that its lobbying activities, directly, in the company’s name, and indirectly, through trade associations, align with the Paris Agreement’s goals, and whether Chevron takes any action to address any misalignments it has found.",1
"Rather, we report and disclose in accordance with U.S. GAAP and are audited in accordance with the standards of the Public Company Accounting Oversight Board.",1
"Chevron adheres to the highest ethical standards when engaging in lobbying and political activities, ensures that such activities align with corporate goals, and complies with all laws and regulations governing lobbying activities and disclosure.",1
"Deputy Controller Rex Mitchell testified, under oath, that such seizures of Company assets “would cause significant, irreparable damage to Chevron’s business reputation and business relationships.”",1
These reports disclose total expenditures related to lobbying and issues lobbied.,1
"The role of the Lead Director is highly empowered, as described in the “Independent Lead Director” section of this Proxy Statement on page 22.",1
"Chevron is also listed on the New York Stock Exchange (“NYSE”), and the NYSE requires, among other things, that listed companies obtain stockholder approval for equity compensation plans and significant issuances of equity securities to related parties and for when such issuances represent more than 20 percent of an issuer’s voting power.",1
"The Company’s lobbying activities in the United States are strictly regulated by federal, state, and local lobbying laws.",1
"1. Company policy and procedures governing lobbying, both direct and indirect, and grassroots lobbying communications.",1
"In addition, the Company discloses a full list of trade associations with annual dues of more than $100,000 wherein a portion of the dues may be used for lobbying.",1
"The proposal purports to relate to special meetings, its supporting statement shows that it is a vehicle to discuss the Ecuador litigation and related actions against Chevron.",1
"However, the proponent’s supporting statement contains references to legal actions and allegations of impacts from the Company’s operations that are inaccurate, misleading and, in some cases, contrary to final judgments.",1
Chevron has a strong corporate governance structure to enable the Company to meet the rising expectations of stakeholders.,1
Your Board shares the proponent’s stated concern for human rights.,1
"Chevron does not agree with all of the positions of every industry, trade or policy organization in which it participates.",1
"Given Chevron’s current disclosures and robust strategy, planning, and risk management processes, your Board believes that the requested report is unnecessary.",1
This information is confidential and competitively sensitive.,1
"To allow maximum flexibility, nothing in this resolution shall serve to micromanage the Company by seeking to impose methods for implementing complex policies in place of the ongoing judgement of management as overseen by its board of directors.",1
"Chevron does not agree with all positions of every industry, trade, or policy organization in which it participates.",1
Outside experts have met with your full Board to share their perspectives on climate change and the energy transition.,1
Your Board encourages you to review the reports and other materials described above.,1
3. Chevron’s membership and payments to any tax-exempt organization that writes and/or endorses model legislation.,1
Investors seek additional information from Chevron to understand the impact of climate-related factors on its business model and current financial reporting.,1
"It is essential, therefore, for Chevron to exercise its fundamental right and responsibility to participate in the public policymaking process.",1
"Our commitment to human rights is reflected throughout our business and in how we conduct ourselves, including in our Human Rights Policy, our Operational Excellence Management System, and our Business Conduct and Ethics Code, all of which are on our website.",1
Chevron agrees that transparency and accountability are important aspects of corporate political activity.,1
"An independent Chair would improve oversight of management, and the attention paid to long-range risks such as those noted above.",1
"Chevron’s Corporate Audit department, which performs the internal audit function at Chevron, conducted a non-rated assurance review of the NZE 2050 scenario analysis, and determined that the analysis was conducted in accordance with established internal process and emerging external guidance.",1
"We regularly analyze alternative scenarios to stress-test our portfolio, and we integrate those learnings to help us remain competitive and resilient in any environment.",1
"The independent oversight of Chevron’s Board leadership is further supported by strong Board refreshment, multidimensional diversity among its Directors, and regular rotation of Committee chairpersons and of the Lead Director, all of which ensures that new perspectives are brought to the selection of Chevron’s Chairman and to other critical Board decisions.",1
"Given the time and cost associated with special meetings, your Board believes that these are appropriate and reasonable limitations.",1
"Chevron does not agree with all of the positions of every industry, trade or policy organization in which it participates.",1
"Chevron belongs to the Business Roundtable (BRT), Chamber of Commerce and National Association of Manufacturers (NAM), which spent $127,448,048 on lobbying for 2018.",1
Chevron’s most recent annual Corporate Political Contributions report and the Chevron Employee Political Action Committee (“CEPAC”) contributions report.,1
A special meeting cannot be called (i) if the Board has already called or will call an Annual Meeting of stockholders for the same purpose specified in the special meeting request or (ii) if an annual or special meeting was held not more than 12 months before the request for a special meeting was received and included the purpose specified in the special meeting request.,1
"Your Board does recognize the importance of independent oversight of the CEO and management, and it has instituted structures and practices to enhance such oversight.",1
"With this oversight framework, our strategic plans reflect management’s best assessment of the longer-term outlook on supply, demand and commodity prices and its judgment in deploying the Company’s strategy in that environment.",1
"The independent oversight of Chevron’s Board leadership is further supported by strong Board refreshment, multidimensional diversity among its Directors, and regular rotation of Committee chairpersons and of the Lead Director, all of which ensures that new perspectives are brought to the selection of Chevron’s Chairman and to other critical Board decisions.",1
Your Board expects Chevron’s management to continue acting in the best interests of the Company’s stockholders by vigorously defending the Company against this fraudulent action.,1
global and U.S. accounting and auditing standard-setters reiterated that material climate-related risks should be accounted for in company financial statements and audits.,1
"In addition to a lower threshold, the proposal would permit a special meeting without appropriate and reasonable limitations.",1
Trade associations also provide a venue for Chevron to engage with other companies and industry experts.,1
"Also, Chevron is listed on the New York Stock Exchange, which requires, among other things, that listed companies obtain stockholder approval for equity compensation plans and significant issuances of equity securities to related parties and for when such issuances represent more than 20% of an issuer’s voting power.",1
"Currently, the Board has determined to appoint Michael K. Wirth to serve as CEO and as Chairman of the Board.",1
"Although the proposal purports to relate to the Board’s leadership structure, the supporting statement makes clear that the proposal is fundamentally a vehicle to discuss the Ecuador litigation and related actions against Chevron.",1
Chevron agrees that transparency and accountability are important aspects of corporate political activity.,1
"Your Board recommends a vote AGAINST this proposal because your Board believes that stockholder interests are best served when Directors have the flexibility to determine the best person to serve as Chairman, recognizing that no single leadership model is appropriate in all circumstances.",1
The OEMS includes assurance and audit programs to assess compliance with internal and external requirements.,1
Shareholders urgently need a reasonable 10% threshold to call special meetings.,1
Their experience comes from the academic and business sectors.,1
"Proponents recommend that in issuing the report, the company take account of information on: Assumptions, costs, estimates, and valuations that may be materially impacted; and The potential for widespread adoption of net-zero goals by governments and peers.",1
"Therefore, your Board recommends that you vote for this proposal.",1
"Together, Total and Chevron have a majority controlling interest in Yadana project.",1
Such an approach would put the Company at a competitive disadvantage and would unnecessarily limit the benefits associated with Chevron’s participation in the public policymaking process through engagement with a broad array of stakeholders.,1
The associations on this list represent 96 percent of the Company’s annual trade association expenditures.,1
See also “Board Leadership Structure” on page 21.,1
"Chevron’s Human Rights Policy, available on its website, reinforces Chevron’s commitment to respecting human rights.",1
"Resolved: Shareholders request that the Board of Directors commission and publicly disclose the findings of an independent racial equity audit, analyzing if, and how, Chevron’s policies and practices discriminate against or disparately impact communities of color.",1
"The National Unity Government of Myanmar, made up of elected officials and civil society leaders, has called on the oil companies operating in Myanmar to withhold from the military junta and place in escrow any payments due to the Myanmar government.",1
"Neither the arbitration held in the Netherlands under a bilateral investment treaty, nor any court since has ruled on Chevron’s assertion that the Ecuadorian Judgment resulted from fraud.",1
"At Chevron’s last eight Annual Meetings, an average of 73 percent of votes cast opposed this proposal.",1
Chevron is committed to an honest conversation about the energy transition.,1
"Stockholders can be assured that their right to be apprised of and vote on significant matters is protected not only by their existing right to call for special meetings and participate in Chevron’s Annual Meeting, but also by state law and other regulations.",1
Each governing jurisdiction determines its own regulations regarding lobbying compliance and also establishes the policies and guidelines associated with reporting and disclosure.,1
"Therefore, your Board recommends that you vote AGAINST this proposal.",1
Chevron analyzes how various factors may combine to create alternative scenarios to stress-test its portfolio and integrate learnings into its decision making to remain competitive and resilient under multiple scenarios.,1
"On August 8, 2016, the U.S. Court of Appeals for the Second Circuit unanimously affirmed the SDNY’s findings, noting that “the record in the present case reveals a parade of corrupt actions…, including coercion, fraud and bribery, culminating in the promise to [the] Judge of $500,000 from a judgment in favor of the [Ecuadorian plaintiffs].”",1
"In an unprecedented move, Chevron harassed and subpoenaed stockholders who questioned the advisability of the Company’s legal strategy.",1
Chevron already discloses extensive information about its lobbying activities as well as its political contributions.,1
"Additionally, Chevron faces scrutiny for financing United States politicians with failing civil rights grades issued by the NAACP.",1
And Chevron’s ALEC membership has drawn scrutiny.,1
"Your Board does recognize the importance of independent oversight of the CEO and management, and it has instituted structures and practices to enhance such oversight",1
"A fixed policy requiring a separation of the roles of Chairman and CEO is also unwarranted because of Chevron’s many other strong corporate governance practices, including the following: the annual election of all Directors; a majority vote requirement in uncontested elections of Directors; an overwhelming majority of independent Directors; proxy access; independent Director access to employees; and publicly available Corporate Governance Guidelines.",1
"The Board also has access to Chevron’s internal subject-matter experts and regularly receives briefings on such climate change–related issues as policies and regulations, technology, and adaptation.",1
"Given the time and cost associated with special meetings, your Board believes that these are appropriate and reasonable limitations.",1
That report discusses how our portfolio would fare from a financial viability perspective and also the changes we would need to make under the NZE 2050 assumptions.,1
The Public Policy and Sustainability Committee of the Board of Directors annually reviews Chevron’s lobbying activities and budget to assess the value of these activities and ensure alignment with Chevron’s positions and interests.,1
We commend Chevron for now disclosing its largest trade associations.,1
"Your Board believes that Chevron operates in a responsible and sustainable manner, furthering the interests of many stakeholders, which directly contributes to the long-term health and growth of our business. Converting to a public benefit corporation is unnecessary and not an appropriate way to ensure the Company meets its social and environmental responsibilities.",1
Compliance with this policy can be waived if no independent director is available and willing to serve as Chair.,1
"When the CEO is elected Chairman, the independent Directors annually elect a Lead Director from among themselves.",1
"Chevron spent $84,560,000 on federal lobbying from 2010 – 2018.",1
"Therefore, your Board recommends that you vote against this proposal.",1
"We believe that the Company’s portfolio is resilient, and that its governance structure, risk management, strategy, actions, and asset mix enable it to be flexible in response to potential changes in supply and demand, even in lower carbon scenarios.",1
"In a separate action, in 2018, an international tribunal administered by the Permanent Court of Arbitration in The Hague issued a unanimous award in favor of Chevron, finding that the Ecuadorian judgment was procured through fraud, bribery, and corruption, and that it was based exclusively on environmental claims settled and released by the Republic of Ecuador years earlier.",1
The Board oversees the Company’s risk management policies and practices to ensure that the Company employs appropriate risk management systems.,1
"Chevron has robust corporate governance practices to protect stockholder interests, including a declassified board; proxy access; no supermajority voting provisions in its By-Laws and Certificate of Incorporation; and a strong independent board structure.",1
This disclosure goes beyond what is required by law.,1
"Within the OEMS, the Stakeholder Engagement and Issues Management (“SEIM”) process guides how Chevron manages social, political and reputational risks and opportunities related to communities, governments and other external stakeholders across the lifecycle of an asset.",1
"In 2014, a federal court in New York found that the Ecuadorian judgment had been procured through fraud, bribery, and corruption, and was unenforceable in the United States.",1
Nothing in this resolution shall limit the Company’s powers to set and vary their strategy or take any action which they believe in good faith would best contribute to reducing GHG emissions.,1
We consider the likelihood of the IEA’s NZE 2050 scenario to be remote and do not rely on the NZE 2050 scenario for our business planning.,1
